Date,SKU_ID,SKU_Name,Category,Region,Units_Sold,Unit_Price,Current_Stock,Reorder_Level,Lead_Time_Days,Promotion_Flag,Revenue
2025-10-05,SKU1005,Electronics_Item_5,ELECTRONICS,North,82.0,363.88,633.9,47,18,0,29838.16
2024-12-15,SKU1005,Electronics_Item_5,ELECTRONICS,South,,363.88,987.9,47,18,0,30202.04
2026-04-12,SKU1023,Beauty_Item_3,Beauty,West,142.0,2089.04,983.8,68,10,0,296643.68
2024-09-15,SKU1003,Electronics_Item_3,Electronics,North,255.0,280.73,1105.3,78,12,0,71586.15
2025-09-21,SKU1009,Grocery_Item_4,Grocery,West,181.0,1408.73,1199.1,23,18,0,254980.13
2025-08-10,SKU1004,Electronics_Item_4,Electronics,North,280.0,1914.79,1178.2,67,15,0,536141.2
28-12-2025,SKU1007,Grocery_Item_2,Grocery,North,290.0,1627.47,1076.1,69,10,0,471966.3
17-05-2026,SKU1022,Beauty_Item_2,Beauty,West,63.0,1765.65,71.1,38,4,0,111235.95
2026-07-05,SKU1007,Grocery_Item_2,Grocery,North,243.0,1627.47,660.0,69,10,0,395475.21
2025-04-06,SKU1003,Electronics_Item_3,Electronics,East,347.0,280.73,1053.4,78,12,1,97413.31
2025-06-08,SKU1013,Apparel_Item_3,Apparel,North,220.0,1957.04,1137.7,31,16,0,430548.8
2026-07-05,SKU1010,Grocery_Item_5,Grocery,West,131.0,2077.7,3382.7,57,7,0,272178.7
2026-02-22,SKU1015,Apparel_Item_5,Apparel,South,46.0,428.01,223.7,60,16,0,19688.46
2025-06-22,SKU1011,Apparel_Item_1,Apparel,West,149.0,1907.31,659.2,41,15,0,284189.19
27-10-2024,SKU1008,Grocery_Item_3,GROCERY,South,87.0,1136.36,829.5,33,11,0,98863.32
2024-11-17,SKU1020,Home_Item_5,Home & Kitchen,South,42.0,605.93,373.3,60,13,0,25449.06
2025-11-02,SKU1009,Grocery_Item_4,Grocery,East  ,251.0,1408.73,863.3,23,18,0,353591.23
2025-06-08,SKU1004,Electronics_Item_4,Electronics,East,249.0,1914.79,1489.1,67,15,0,476782.71
2025-02-09,SKU1001,Electronics_Item_1,Electronics,South,93.0,1946.19,1559.5,46,14,0,180995.67
2024-12-15,SKU1025,Beauty_Item_5,Beauty,West,344.0,1722.11,1441.3,28,14,0,592405.84
2025-03-23,SKU1010,Grocery_Item_5,Grocery,West,213.0,2077.7,2322.1,57,7,0,442550.1
2024-12-29,SKU1003,Electronics_Item_3,Electronics,East,390.0,280.73,5341.4,78,12,1,109484.7
2025-11-16,SKU1025,Beauty_Item_5,Beauty,South,395.0,1722.11,1319.8,28,14,0,680233.45
2025-01-26,SKU1025,Beauty_Item_5,Beauty,North,470.0,1722.11,4968.9,28,14,1,809391.7
2025-09-21,SKU1011,Apparel_Item_1,Apparel,North,2312.354808196859,1907.31,1258.2,41,15,0,366203.52
2026-07-26,SKU1022,Beauty_Item_2,Beauty,West,78.0,1765.65,722.0,38,4,0,137720.7
2026-04-19,SKU1015,Apparel_Item_5,APPAREL,East,29.0,428.01,184.8,60,16,0,12412.29
2026-01-04,SKU1004,Electronics_Item_4,Electronics,West,411.0,1914.79,414.7,67,15,0,786978.69
2026-07-26,SKU1016,Home_Item_1,Home & Kitchen,South,58.0,1874.67,588.0,78,9,0,108730.86
2026-03-15,SKU1001,Electronics_Item_1,Electronics,West,,1946.19,102.6,46,14,0,114825.21
2025-08-03,SKU1009,Grocery_Item_4,Grocery,North,168.0,1408.73,91.3,23,18,0,236666.64
2025-01-19,SKU1016,Home_Item_1,HOME & KITCHEN,West,98.0,1874.67,1246.2,78,9,0,183717.66
29-12-2024,SKU1005,Electronics_Item_5,Electronics,North,77.0,363.88,838.9,47,18,0,28018.76
2026-03-01,SKU1010,Grocery_Item_5,Grocery,North,199.0,2077.7,3365.2,57,7,0,413462.3
2025-04-27,SKU1025,Beauty_Item_5,Beauty,East,168.0,1722.11,1860.9,28,14,0,289314.48
2025-05-25,SKU1021,Beauty_Item_1,BEAUTY,North,216.0,1121.02,119.3,69,5,0,242140.32
2026-07-05,SKU1017,Home_Item_2,Home & Kitchen,South,259.0,848.27,4176.6,42,19,0,219701.93
2025-02-16,SKU1002,Electronics_Item_2,Electronics,West,314.0,2153.56,,61,4,1,676217.84
2025-09-07,SKU1007,Grocery_Item_2,GROCERY,South,231.0,1627.47,1504.8,69,10,0,375945.57
2025-10-12,SKU1022,Beauty_Item_2,Beauty,East,142.0,1765.65,1630.2,38,4,0,250722.3
2024-11-03,SKU1019,Home_Item_4,Home & Kitchen,East,286.0,368.31,696.1,48,15,0,105336.66
2025-02-02,SKU1013,Apparel_Item_3,Apparel,East,255.0,1957.04,1240.6,31,16,0,499045.2
2026-02-15,SKU1003,Electronics_Item_3,Electronics,South,294.0,280.73,1029.0,78,12,0,82534.62
2025-07-06,SKU1025,Beauty_Item_5,Beauty,East,177.0,1722.11,135.9,28,14,0,304813.47
2025-05-18,SKU1001,Electronics_Item_1,ELECTRONICS,West,73.0,1946.19,483.5,46,14,1,142071.87
2025-04-06,SKU1013,Apparel_Item_3,Apparel,South,260.0,1957.04,258.6,31,16,0,508830.4
2025-07-06,SKU1010,Grocery_Item_5,Grocery,West,175.0,2077.7,389.4,57,7,0,363597.5
2026-01-11,SKU1009,Grocery_Item_4,Grocery,North,255.0,1408.73,966.8,23,18,0,359226.15
2025-04-27,SKU1001,Electronics_Item_1,Electronics,South,46.0,1946.19,673.5,46,14,0,89524.74
2026-06-14,SKU1017,Home_Item_2,Home & Kitchen,West  ,310.0,848.27,4909.6,42,19,1,262963.7
2024-10-13,SKU1023,Beauty_Item_3,Beauty,South  ,204.0,2089.04,1024.8,68,10,0,426164.16
2025-10-19,SKU1017,Home_Item_2,HOME & KITCHEN,West,440.0,848.27,147.5,42,19,0,373238.8
2025-08-17,SKU1011,Apparel_Item_1,Apparel,South,176.0,1907.31,2146.2,41,15,0,335686.56
2025-06-08,SKU1001,Electronics_Item_1,Electronics,East,52.0,1946.19,336.5,46,14,0,101201.88
2026-07-05,SKU1023,Beauty_Item_3,Beauty,North,116.0,2089.04,432.9,68,10,0,242328.64
2025-03-02,SKU1020,Home_Item_5,Home & Kitchen,East,38.0,605.93,91.6,60,13,0,23025.34
2025-11-30,SKU1004,Electronics_Item_4,Electronics,East,437.0,1914.79,2492.7,67,15,0,836763.23
2026-04-19,SKU1009,Grocery_Item_4,Grocery,West,188.0,1408.73,749.7,23,18,0,264841.24
2026-05-24,SKU1001,Electronics_Item_1,Electronics,North,47.0,1946.19,472.0,46,14,0,91470.93
2024-12-29,SKU1006,Grocery_Item_1,GROCERY,North,298.0,958.46,2714.0,75,6,0,285621.08
2025-10-26,SKU1022,Beauty_Item_2,BEAUTY,West,112.0,1765.65,1405.2,38,4,0,197752.8
2026-02-15,SKU1007,Grocery_Item_2,Grocery,South,208.0,1627.47,2968.1,69,10,0,338513.76
2026-01-18,SKU1002,Electronics_Item_2,Electronics,West,254.0,2153.56,1147.1,61,4,0,547004.24
2025-12-21,SKU1013,Apparel_Item_3,Apparel,North,362.0,1957.04,969.1,31,16,0,708448.48
2026-06-14,SKU1024,Beauty_Item_4,Beauty,East,80.0,999.32,1527.7,37,19,0,79945.6
2025-09-07,SKU1009,Grocery_Item_4,Grocery,,246.0,1408.73,433.1,23,18,0,346547.58
2025-08-10,SKU1013,Apparel_Item_3,Apparel,East,273.0,1957.04,260.2,31,16,0,534271.92
2026-08-16,SKU1011,Apparel_Item_1,Apparel,North,181.0,1907.31,203.9,41,15,0,345223.11
2025-10-26,SKU1006,Grocery_Item_1,Grocery,North,346.0,958.46,285.2,75,6,0,331627.16
2025-02-09,SKU1023,Beauty_Item_3,BEAUTY,South,,2089.04,420.3,68,10,0,401095.68
2025-04-27,SKU1021,Beauty_Item_1,Beauty,South,207.0,,1002.3,69,5,0,232051.14
2025-08-10,SKU1012,Apparel_Item_2,Apparel,South  ,72.0,2428.21,163.1,73,11,0,174831.12
2025-11-30,SKU1019,Home_Item_4,Home & Kitchen,East,256.0,368.31,1297.0,48,15,0,94287.36
2026-01-11,SKU1001,Electronics_Item_1,Electronics,West,83.0,1946.19,361.4,46,14,0,161533.77
13-07-2025,SKU1017,Home_Item_2,HOME & KITCHEN,East,286.0,848.27,862.3,42,19,0,242605.22
2024-09-29,SKU1014,Apparel_Item_4,APPAREL,East,,1193.47,315.1,22,11,0,227952.77
2026-04-19,SKU1019,Home_Item_4,Home & Kitchen,West,184.0,368.31,1254.9,48,15,0,67769.04
2025-12-21,SKU1025,Beauty_Item_5,Beauty,South,281.0,1722.11,,28,14,0,483912.91
2025-04-27,SKU1023,Beauty_Item_3,Beauty,East,125.0,2089.04,2283.9,68,10,0,261130.0
2025-05-25,SKU1008,Grocery_Item_3,Grocery,North,45.0,1136.36,402.2,33,11,0,51136.2
28-12-2025,SKU1023,Beauty_Item_3,Beauty,West,217.0,2089.04,702.7,68,10,0,453321.68
2024-11-24,SKU1011,Apparel_Item_1,Apparel,,166.0,1907.31,649.8,41,15,0,316613.46
2025-05-04,SKU1017,Home_Item_2,Home & Kitchen,North,251.0,848.27,1011.7,42,19,0,212915.77
2026-04-05,SKU1025,Beauty_Item_5,Beauty,North,200.0,1722.11,4392.2,28,14,0,344422.0
2024-10-20,SKU1025,Beauty_Item_5,Beauty,North  ,312.0,1722.11,909.3,28,14,0,537298.32
2026-06-21,SKU1008,Grocery_Item_3,Grocery,South,72.0,1136.36,130.8,33,11,0,81817.92
2024-11-17,SKU1014,Apparel_Item_4,Apparel,North,260.0,1193.47,71.1,22,11,0,310302.2
08-06-2025,SKU1007,Grocery_Item_2,Grocery,East,214.0,1627.47,1314.8,69,10,0,348278.58
2026-01-25,SKU1013,Apparel_Item_3,APPAREL,North,295.0,1957.04,957.3,31,16,0,577326.8
2025-05-18,SKU1017,Home_Item_2,Home & Kitchen,South,217.0,848.27,609.7,42,19,0,184074.59
2026-08-09,SKU1010,Grocery_Item_5,Grocery,East,190.0,2077.7,2477.7,57,7,0,394763.0
2024-10-06,SKU1008,Grocery_Item_3,Grocery,South,93.0,,1139.5,33,11,0,105681.48
2024-09-22,SKU1005,Electronics_Item_5,Electronics,South,66.0,363.88,291.9,47,18,0,24016.08
2026-01-11,SKU1002,Electronics_Item_2,Electronics,East,264.0,2153.56,112.2,61,4,0,568539.84
2025-08-03,SKU1011,Apparel_Item_1,Apparel,West,125.0,1907.31,2477.2,41,15,0,238413.75
2026-03-01,SKU1016,Home_Item_1,Home & Kitchen,South,62.0,1874.67,321.2,78,9,0,116229.54
2026-01-11,SKU1010,Grocery_Item_5,Grocery,East  ,205.0,2077.7,1051.9,57,7,0,425928.5
2025-06-15,SKU1002,Electronics_Item_2,Electronics,South,123.0,2153.56,1244.7,61,4,0,264887.88
2025-07-06,SKU1020,Home_Item_5,HOME & KITCHEN,East,35.0,605.93,549.2,60,13,0,21207.55
2026-02-08,SKU1004,Electronics_Item_4,Electronics,West,,1914.79,524.8,67,15,0,700813.14
2024-10-27,SKU1021,Beauty_Item_1,Beauty,West,475.0,1121.02,689.4,69,5,1,532484.5
2025-10-19,SKU1015,Apparel_Item_5,APPAREL,South,48.0,428.01,131.2,60,16,0,20544.48
2025-05-11,SKU1015,Apparel_Item_5,Apparel,East,29.0,428.01,263.3,60,16,0,12412.29
2025-12-07,SKU1002,Electronics_Item_2,Electronics,South,344.0,2153.56,513.3,61,4,1,740824.64
2025-06-08,SKU1016,Home_Item_1,Home & Kitchen,South,60.0,1874.67,139.7,78,9,0,112480.2
20-04-2025,SKU1021,Beauty_Item_1,Beauty,North,447.0,1121.02,1209.3,69,5,1,501095.94
2025-08-24,SKU1011,Apparel_Item_1,Apparel,North  ,155.0,1907.31,1991.2,41,15,0,295633.05
2025-07-13,SKU1023,Beauty_Item_3,BEAUTY,East,145.0,2089.04,867.9,68,10,0,302910.8
2026-03-01,SKU1023,Beauty_Item_3,Beauty,East,,,,68,10,1,724896.88
2025-07-06,SKU1011,Apparel_Item_1,Apparel,North,156.0,1907.31,363.2,41,15,0,297540.36
2026-03-15,SKU1005,Electronics_Item_5,Electronics,South,64.0,363.88,228.1,47,18,0,23288.32
2024-10-20,SKU1009,Grocery_Item_4,Grocery,East,214.0,1408.73,828.4,23,18,0,301468.22
2026-02-01,SKU1016,Home_Item_1,Home & Kitchen,East,83.0,,621.2,78,9,0,155597.61
2024-12-22,SKU1016,Home_Item_1,Home & Kitchen,South,103.0,1874.67,1647.2,78,9,0,193091.01
2025-09-21,SKU1016,Home_Item_1,Home & Kitchen,North,69.0,1874.67,208.3,78,9,0,129352.23
2026-02-01,SKU1014,Apparel_Item_4,Apparel,South,212.0,1193.47,798.6,22,11,1,253015.64
2025-11-02,SKU1006,Grocery_Item_1,Grocery,North,373.0,958.46,1382.2,75,6,0,357505.58
2024-09-29,SKU1015,Apparel_Item_5,Apparel,East,45.0,428.01,190.0,60,16,0,19260.45
23-08-2026,SKU1019,Home_Item_4,Home & Kitchen,North,285.0,368.31,198.6,48,15,0,104968.35
2026-02-22,SKU1024,Beauty_Item_4,Beauty,East,140.0,999.32,89.6,37,19,0,139904.8
2025-09-07,SKU1017,Home_Item_2,Home & Kitchen,East,343.0,848.27,795.4,42,19,0,290956.61
2025-11-30,SKU1007,Grocery_Item_2,Grocery,East,276.0,1627.47,922.7,69,10,0,449181.72
2025-08-03,SKU1025,Beauty_Item_5,Beauty,South,214.0,1722.11,3374.2,28,14,0,368531.54
2024-09-08,SKU1002,Electronics_Item_2,Electronics,East,145.0,2153.56,1080.7,61,4,0,312266.2
2025-01-26,SKU1007,Grocery_Item_2,Grocery,West,328.0,1627.47,1514.9,69,10,0,533810.16
2025-10-05,SKU1012,Apparel_Item_2,Apparel,South,91.0,2428.21,1150.7,73,11,0,220967.11
2026-03-22,SKU1008,Grocery_Item_3,Grocery,East,68.0,1136.36,956.8,33,11,0,77272.48
2025-05-04,SKU1020,Home_Item_5,Home & Kitchen,East,37.0,605.93,149.4,60,13,1,22419.41
2025-08-31,SKU1011,Apparel_Item_1,Apparel,East,151.0,1907.31,1840.2,41,15,0,288003.81
2025-01-12,SKU1007,Grocery_Item_2,GROCERY,West,278.0,1627.47,730.5,69,10,0,452436.66
2025-03-23,SKU1022,Beauty_Item_2,Beauty,North,97.0,1765.65,387.4,38,4,0,171268.05
2025-11-09,SKU1005,Electronics_Item_5,Electronics,South,93.0,363.88,220.9,47,18,0,33840.84
2026-07-05,SKU1016,Home_Item_1,Home & Kitchen,North,58.0,1874.67,207.6,78,9,0,108730.86
2026-05-03,SKU1005,Electronics_Item_5,Electronics,North,52.0,363.88,203.4,47,18,0,18921.76
2025-05-04,SKU1012,Apparel_Item_2,Apparel,South,71.0,2428.21,1115.1,73,11,0,172402.91
2025-03-09,SKU1014,Apparel_Item_4,Apparel,South,,1193.47,218.4,22,11,0,194535.61
2024-09-29,SKU1010,Grocery_Item_5,Grocery,East,275.0,2077.7,367.4,57,7,0,571367.5
2026-08-23,SKU1014,Apparel_Item_4,Apparel,North,,1193.47,612.8,22,11,1,293593.62
2026-06-14,SKU1014,Apparel_Item_4,Apparel,South,194.0,1193.47,1025.6,22,11,1,231533.18
2025-05-18,SKU1025,Beauty_Item_5,Beauty,West,185.0,1722.11,1323.9,28,14,0,318590.35
2024-11-03,SKU1022,Beauty_Item_2,Beauty,,142.0,1765.65,1453.2,38,4,0,250722.3
02-08-2026,SKU1002,Electronics_Item_2,ELECTRONICS,West,163.0,2153.56,2104.3,61,4,0,351030.28
2025-08-17,SKU1009,Grocery_Item_4,Grocery,West,205.0,1408.73,1115.1,23,18,0,288789.65
2024-09-08,SKU1009,Grocery_Item_4,Grocery,North,191.0,1408.73,885.5,23,18,0,269067.43
2026-06-28,SKU1007,Grocery_Item_2,Grocery,East,234.0,1627.47,903.0,69,10,0,380827.98
2025-05-25,SKU1001,Electronics_Item_1,Electronics,East,48.0,1946.19,435.5,46,14,0,93417.12
2024-09-22,SKU1007,Grocery_Item_2,Grocery,East,289.0,1627.47,559.9,69,10,0,470338.83
2025-04-06,SKU1007,Grocery_Item_2,Grocery,South,228.0,1627.47,537.9,69,10,0,371063.16
2026-08-16,SKU1024,Beauty_Item_4,Beauty,South,79.0,999.32,689.7,37,19,0,78946.28
2026-06-21,SKU1003,Electronics_Item_3,Electronics,East,302.0,280.73,1371.8,78,12,0,84780.46
2025-01-05,SKU1013,Apparel_Item_3,APPAREL,North,248.0,1957.04,877.6,31,16,0,485345.92
2025-02-09,SKU1015,Apparel_Item_5,Apparel,South,42.0,428.01,353.8,60,16,0,17976.42
2025-03-30,SKU1003,Electronics_Item_3,Electronics,West,338.0,280.73,1400.4,78,12,1,94886.74
2025-03-23,SKU1014,Apparel_Item_4,APPAREL,South,135.0,1193.47,1159.1,22,11,0,161118.45
2025-08-31,SKU1022,Beauty_Item_2,Beauty,East,98.0,1765.65,184.6,38,4,0,173033.7
10-08-2025,SKU1001,Electronics_Item_1,Electronics,North,66.0,1946.19,345.3,46,14,0,128448.54
2026-05-24,SKU1018,Home_Item_3,Home & Kitchen,South,,1200.41,152.4,31,17,0,175259.86
2025-06-29,SKU1023,Beauty_Item_3,Beauty,East,,2089.04,1132.9,68,10,0,236061.52
2025-06-22,SKU1023,Beauty_Item_3,Beauty,South,141.0,2089.04,1245.9,68,10,0,294554.64
20-04-2025,SKU1002,Electronics_Item_2,ELECTRONICS,North,142.0,2153.56,2255.7,61,4,0,305805.52
2025-11-09,SKU1017,Home_Item_2,Home & Kitchen,East,332.0,848.27,956.6,42,19,0,281625.64
2025-12-28,SKU1025,Beauty_Item_5,Beauty,East,342.0,1722.11,846.5,28,14,0,588961.62
2025-08-24,SKU1008,Grocery_Item_3,Grocery,East,95.0,1136.36,559.7,33,11,0,107954.2
2025-05-25,SKU1012,Apparel_Item_2,Apparel,East  ,54.0,2428.21,931.1,73,11,0,131123.34
2024-11-24,SKU1001,Electronics_Item_1,Electronics,South,119.0,1946.19,385.0,46,14,0,231596.61
2025-03-16,SKU1005,Electronics_Item_5,Electronics,East,54.0,363.88,174.9,47,18,0,19649.52
2026-04-19,SKU1008,Grocery_Item_3,Grocery,West,66.0,1136.36,682.8,33,11,0,74999.76
2026-02-22,SKU1002,Electronics_Item_2,Electronics,South,185.0,2153.56,122.1,61,4,0,398408.6
11-05-2025,SKU1023,Beauty_Item_3,Beauty,South,201.0,2089.04,1983.9,68,10,1,419897.04
2025-09-21,SKU1008,Grocery_Item_3,Grocery,East,111.0,1136.36,200.7,33,11,0,126135.96
2026-07-26,SKU1012,Apparel_Item_2,Apparel,South,,2428.21,473.5,73,11,0,174831.12
03-11-2024,SKU1018,Home_Item_3,Home & Kitchen,West,192.0,1200.41,34.6,31,17,0,230478.72
2025-10-26,SKU1015,Apparel_Item_5,Apparel,East,48.0,428.01,,60,16,0,20544.48
2024-12-01,SKU1023,Beauty_Item_3,Beauty,West,324.0,2089.04,412.4,68,10,1,676848.96
2025-08-31,SKU1018,Home_Item_3,Home & Kitchen,South,177.0,1200.41,834.2,31,17,0,212472.57
2025-08-03,SKU1002,Electronics_Item_2,Electronics,North,157.0,2153.56,230.7,61,4,0,338108.92
2025-01-12,SKU1006,Grocery_Item_1,Grocery,East,360.0,958.46,1985.0,75,6,0,345045.6
2025-12-07,SKU1018,Home_Item_3,Home & Kitchen,North,206.0,1200.41,1601.0,31,17,0,247284.46
2024-10-13,SKU1004,Electronics_Item_4,Electronics,West,375.0,1914.79,1186.2,67,15,0,718046.25
2026-05-10,SKU1018,Home_Item_3,Home & Kitchen,East,132.0,1200.41,451.4,31,17,0,158454.12
2026-07-12,SKU1022,Beauty_Item_2,Beauty,West,80.0,1765.65,871.0,38,4,0,141252.0
2026-06-21,SKU1022,Beauty_Item_2,Beauty,North,65.0,1765.65,1096.0,38,4,0,114767.25
2026-07-19,SKU1024,Beauty_Item_4,Beauty,,91.0,999.32,1037.7,37,19,0,90938.12
2025-06-15,SKU1013,Apparel_Item_3,Apparel,West,238.0,1957.04,899.7,31,16,0,465775.52
2025-06-15,SKU1020,Home_Item_5,Home & Kitchen,North,30.0,605.93,653.2,60,13,0,18177.9
2025-10-12,SKU1025,Beauty_Item_5,Beauty,West,326.0,1722.11,702.2,28,14,0,561407.86
2026-05-03,SKU1004,Electronics_Item_4,Electronics,West,310.0,1914.79,2000.9,67,15,0,593584.9
2025-02-02,SKU1020,Home_Item_5,Home & Kitchen,West,31.0,605.93,-93.6,60,13,0,18783.83
2025-09-21,SKU1012,Apparel_Item_2,Apparel,West,94.0,2428.21,111.1,73,11,0,228251.74
2025-05-04,SKU1015,Apparel_Item_5,Apparel,South,26.0,428.01,72.7,60,16,0,11128.26
2025-08-24,SKU1019,Home_Item_4,Home & Kitchen,South,413.0,368.31,4910.0,48,15,1,152112.03
2025-09-28,SKU1008,Grocery_Item_3,Grocery,South,104.0,1136.36,96.7,33,11,0,118181.44
2025-03-16,SKU1024,Beauty_Item_4,Beauty,North,102.0,999.32,572.5,37,19,0,101930.64
2026-02-08,SKU1010,Grocery_Item_5,Grocery,West,303.0,2077.7,175.9,57,7,1,629543.1
2026-02-15,SKU1017,Home_Item_2,Home & Kitchen,,267.0,848.27,344.7,42,19,0,226488.09
2024-09-08,SKU1025,Beauty_Item_5,Beauty,South,386.0,1722.11,908.1,28,14,1,664734.46
2026-01-04,SKU1015,Apparel_Item_5,APPAREL,East,44.0,428.01,173.7,60,16,0,18832.44
2026-03-22,SKU1022,Beauty_Item_2,Beauty,North,85.0,1765.65,670.1,38,4,0,150080.25
2026-03-15,SKU1007,Grocery_Item_2,Grocery,West,273.0,1627.47,1727.1,69,10,0,444299.31
2025-05-18,SKU1011,Apparel_Item_1,Apparel,East,180.0,1907.31,371.5,41,15,0,343315.8
2026-04-19,SKU1020,Home_Item_5,Home & Kitchen,South,32.0,605.93,378.2,60,13,0,19389.76
2024-10-20,SKU1004,Electronics_Item_4,Electronics,East,329.0,1914.79,857.2,67,15,0,629965.91
2025-11-30,SKU1024,Beauty_Item_4,Beauty,East,133.0,999.32,,37,19,0,132909.56
2025-01-19,SKU1004,Electronics_Item_4,Electronics,North,600.0,1914.79,1955.7,67,15,1,1148874.0
2026-03-15,SKU1012,Apparel_Item_2,Apparel,East,69.0,2428.21,1006.4,73,11,0,167546.49
2025-08-03,SKU1008,Grocery_Item_3,GROCERY,East,88.0,1136.36,176.5,33,11,1,99999.68
2026-04-05,SKU1008,Grocery_Item_3,Grocery,East,75.0,1136.36,806.8,33,11,0,85227.0
2025-05-25,SKU1011,Apparel_Item_1,Apparel,South,125.0,1907.31,246.5,41,15,0,238413.75
2025-05-04,SKU1018,Home_Item_3,Home & Kitchen,East,131.0,1200.41,537.5,31,17,0,157253.71
2025-11-16,SKU1012,Apparel_Item_2,Apparel,North,89.0,2428.21,,73,11,0,216110.69
2025-04-27,SKU1004,Electronics_Item_4,Electronics,West,207.0,1914.79,1422.6,67,15,0,396361.53
2025-09-07,SKU1010,Grocery_Item_5,Grocery,South,191.0,2077.7,58.5,57,7,0,396840.7
2026-01-11,SKU1025,Beauty_Item_5,Beauty,West,334.0,1722.11,218.5,28,14,0,575184.74
2025-03-30,SKU1019,Home_Item_4,Home & Kitchen,North,184.0,368.31,277.0,48,15,0,67769.04
2025-03-09,SKU1015,Apparel_Item_5,Apparel,West,,428.01,140.8,60,16,0,15408.36
2026-05-10,SKU1019,Home_Item_4,Home & Kitchen,West,285.0,368.31,604.9,48,15,1,104968.35
2025-09-21,SKU1021,Beauty_Item_1,Beauty,,291.0,1121.02,416.7,69,5,0,326216.82
2024-09-29,SKU1016,Home_Item_1,Home & Kitchen,South,84.0,1874.67,308.0,78,9,0,157472.28
2025-09-07,SKU1015,Apparel_Item_5,Apparel,West  ,46.0,428.01,185.8,60,16,0,19688.46
2025-03-16,SKU1004,Electronics_Item_4,Electronics,East,297.0,1914.79,1248.9,67,15,0,568692.63
2026-05-24,SKU1020,Home_Item_5,Home & Kitchen,West,37.0,605.93,200.2,60,13,0,22419.41
2026-01-25,SKU1009,Grocery_Item_4,Grocery,East,219.0,1408.73,491.8,23,18,0,308511.87
2026-01-11,SKU1012,Apparel_Item_2,Apparel,East,75.0,2428.21,343.1,73,11,0,182115.75
2026-02-22,SKU1004,Electronics_Item_4,Electronics,East,464.0,1914.79,5104.9,67,15,0,888462.56
2025-11-23,SKU1017,Home_Item_2,Home & Kitchen,North,456.0,848.27,64.6,42,19,0,386811.12
2026-05-17,SKU1020,Home_Item_5,Home & Kitchen,West,29.0,605.93,237.2,60,13,0,17571.97
2025-11-23,SKU1001,Electronics_Item_1,Electronics,West,117.0,1946.19,553.7,46,14,0,227704.23
2024-11-10,SKU1010,Grocery_Item_5,Grocery,West,247.0,2077.7,,57,7,0,513191.9
2025-05-11,SKU1021,Beauty_Item_1,BEAUTY,West,,1121.02,561.3,69,5,0,226446.04
2026-04-05,SKU1012,Apparel_Item_2,Apparel,East,89.0,2428.21,780.4,73,11,0,216110.69
2025-08-03,SKU1006,Grocery_Item_1,Grocery,,237.0,958.46,1206.3,75,6,0,227155.02
2026-06-28,SKU1024,Beauty_Item_4,BEAUTY,West,90.0,999.32,1363.7,37,19,0,89938.8
2026-01-04,SKU1009,Grocery_Item_4,GROCERY,West  ,289.0,1408.73,1221.8,23,18,0,407122.97
2026-04-19,SKU1016,Home_Item_1,Home & Kitchen,East,74.0,1874.67,312.3,78,9,0,138725.58
2025-12-28,SKU1012,Apparel_Item_2,Apparel,South,88.0,2428.21,125.7,73,11,0,213682.48
2026-03-08,SKU1008,Grocery_Item_3,GROCERY,South,84.0,1136.36,1091.8,33,11,0,95454.24
2026-03-29,SKU1008,Grocery_Item_3,GROCERY,West,75.0,1136.36,881.8,33,11,0,85227.0
2025-01-12,SKU1018,Home_Item_3,Home & Kitchen,East,187.0,1200.41,240.6,31,17,0,224476.67
2025-07-06,SKU1022,Beauty_Item_2,Beauty,North,,1765.65,388.5,38,4,1,222471.9
2025-02-09,SKU1005,Electronics_Item_5,Electronics,West,,363.88,474.9,47,18,0,16374.6
2026-01-11,SKU1016,Home_Item_1,Home & Kitchen,North,65.0,1874.67,307.1,78,9,0,121853.55
2026-07-05,SKU1008,Grocery_Item_3,Grocery,West  ,60.0,1136.36,421.6,33,11,0,68181.6
2026-07-19,SKU1007,Grocery_Item_2,Grocery,East,251.0,1627.47,181.0,69,10,0,408494.97
2025-12-07,SKU1006,Grocery_Item_1,GROCERY,West,392.0,958.46,812.3,75,6,0,375716.32
2025-11-16,SKU1011,Apparel_Item_1,Apparel,South,178.0,1907.31,2356.5,41,15,0,339501.18
28-09-2025,SKU1017,Home_Item_2,Home & Kitchen,East,338.0,848.27,1237.5,42,19,0,286715.26
2026-03-08,SKU1021,Beauty_Item_1,Beauty,North,344.0,1121.02,804.5,69,5,0,385630.88
2025-06-29,SKU1019,Home_Item_4,Home & Kitchen,South,188.0,368.31,241.7,48,15,0,69242.28
2026-08-09,SKU1009,Grocery_Item_4,Grocery,North,156.0,,484.3,23,18,0,219761.88
2026-06-28,SKU1019,Home_Item_4,Home & Kitchen,North,177.0,368.31,489.9,48,15,0,65190.87
2025-04-06,SKU1002,Electronics_Item_2,Electronics,North,162.0,2153.56,2519.7,61,4,0,348876.72
2026-08-23,SKU1018,Home_Item_3,Home & Kitchen,East,199.0,1200.41,248.4,31,17,0,238881.59
2024-12-08,SKU1024,Beauty_Item_4,Beauty,West,132.0,999.32,327.6,37,19,0,131910.24
2025-11-30,SKU1010,Grocery_Item_5,Grocery,West,174.0,2077.7,1203.0,57,7,0,361519.8
2025-08-10,SKU1022,Beauty_Item_2,BEAUTY,North,135.0,,485.6,38,4,1,238362.75
